Idosoby;Płeć;Wiek;Wykształcenie;Zamieszkanie;Wierzący;Religia;Myślenie o śmierci przygnębia mnie (Lęk);Często zastanawiam się, w jakiej sytuacji byłbym skłonny odebrać sobie życie (Fascynacja);Perspektywa mojej śmierci jest dla mnie przerażająca (Lęk);Śmierć jest dla mnie czymś przykrym (Lęk);Lubię wyobrażać sobie, w jaki sposób umrę (Fascynacja);Gdy ktoś porusza w mojej obecności kwestię śmierci, szybko staram się zmienić temat rozmowy (Lęk);W chwilach ciężkiego przygnębienia zaczynam myśleć o swoim zgonie (Fascynacja);Myślę, że w miarę upływu lat będę się częściej modlić (Lęk);W naprawdę ciężkiej sytuacji mógłbym zdecydować się na samobójstwo (Fascynacja);Często myślę o śmierci (Fascynacja);Lubię wyobrażać sobie własny pogrzeb (Fascynacja);Często myślę, że chciałbym umrzeć (Fascynacja);Napełnia mnie przerażeniem, gdy umierają bliskie mi osoby (Lęk);Śmierć jest dla mnie fascynującą tajemnicą (Fascynacja);O śmierci myślę bez lęku (Lęk);Śmierć jest najgorszym nieszczęściem w życiu człowieka (Lęk);Nie lubię filmów, w których jeden z głównych bohaterów umiera (Lęk);Nieraz trudno oderwać mi się od myśli o śmierci (Fascynacja);Lubię poznawać różne rytuały i obrzędy towarzyszące śmierci (Fascynacja);Nieraz wyobrażam sobie, co będzie się ze mną działo po śmierci (Fascynacja);Lubię rozmyślać na tematy związane ze śmiercią (Fascynacja);Interesują mnie obrazy przedstawiające śmierć i umieranie (Fascynacja);Często rozmawiam z ludźmi na temat śmierci (Fascynacja);Koleżeński (Wspolnotowość);Wyrozumiały (Wspólnotowość);Pewny siebie (Sprawczość);Skuteczny (Sprawczość);Opiekuńczy (Wspólnotowość);Przyjazny (Wspólnotowość);Konsekwentny (Sprawczość);Skłonny do kompromisu (Wspólnotowość);Uczynny (Wspólnotowość);Ambitny (Sprawczość);Życzliwy (Wspólnotowość);Doceniający innych (Wspólnotowść);Energiczny (Sprawczość);Przedsiębiorczy (Sprawczość);Współczujący (Wspólnotowość);O silnej woli (Sprawczość);Sprawny (Sprawczość);O skłonnościach przywódczych (Sprawczość);Wspierający innych (Sprawczość);Pomocny (Wspólnotowość);Przekonujący (Sprawczość);Wybaczający (Wspólnotowość);Przebojowy (Sprawczość);Pomysłowy (Sprawczość);Rozumiejący innych (Wspólnotowość);Zaradny (Sprawczość);Poświęcający się dla innych (Wspólnotowość);Zdecydowany (Sprawczość);Aktywny (Sprawczość);Wrażliwy na innych (Wspólnotowość);Pomniejszam wagę swoich osiągnięć (Autodeprecjacja);Sprawiam wrażenie, że wiem więcej, niż to jest naprawdę (Autopromocja);Podkreślam własne zasługi (Autopromocja);Sprawiam wrażenie osoby zajętej ważnymi sprawami (Autopromocja);Wypadam gorzej od drugiej osoby, żeby jej nie sprawić przykrości (Autodeprecjacja); Sprawiam wrażenie osoby niepewnej siebie (Autodeprecjacja);Pewnych zadań podejmuję się dla wykazania, że coś potrafię (Autopromocja);Podkreślam własne umiejętności (Autopromocja);Unikam mówienia o swoich sukcesach (Autodeprecjacja);Gdy niepokoję się, że coś mi nie wyjdzie, opowiadam o tym innym (Autodeprecjacja);Staram się wypaść na osobę znającą się na rzeczy (Autopromocja);Mówię przepraszam, nawet kiedy tak naprawdę to nie moja wina (Autodeprecjacja);Podkreślam swoje wady (Autodeprecjacja);Opowiadam o tym, co mi się udało (Autopromocja);Sprawiam wrażenie osoby pewnej siebie (Autopromocja);Staram się nie wywyższać (Autodeprecjacja);Gdy coś mi dobrze pójdzie, staram się pokazać także swoje wady (Autodeprecjacja);Przyznaję się do własnej bezradności (Autodeprecjacja);Mówię o swoich zaletach (Autopromocja);Nawet gdy czegoś nie potrafię, zachowuję się, jakbym to umiał (Autopromocja);Sprawiam wrażenie osoby kompetentnej (Autopromocja);Zachowuję się bardziej bezradnie niż się czuję (Autodeprecjacja);Opowiadam o tym, co mi się nie udało (Autodeprecjacja);Nadrabiam miną, gdy coś idzie nie tak (Autopromocja);Z góry twierdzę, że nie dam sobie z czymś rady (Autodeprecjacja);Unikam tego, by za dobrze wypaść (Autodeprecjacja);Kiedy brak mi wiedzy na jakiś temat, nie daję tego po sobie poznać (Autopromocja);Mówię zdecydowanym tonem, nawet kiedy wcale nie mam pewności (Autopromocja);Kiedy dobrze wypadnę, przekonuję innych, że to przypadek (Autodeprecjacja);W dyskusji lubię pokazać, że się dobrze znam na rzeczy (Autopromocja);Lęk przed śmiercią;Fascynacja śmiercią;Osobowość sprawcza;Osobowość wspólnotowa;Autodeprecjacja;Autopromocja
27;Kobieta;23;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Raczej nie;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Tak;Raczej tak;Raczej tak;Tak;Tak;Tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Raczej nie;Tak;Tak;Raczej tak;Raczej tak;Raczej tak;Tak;Tak;Tak;Zdecydowanie tak;Nie;Zdecydowanie tak;Zdecydowanie tak;Czasami;Rzadko;Czasami;Często;Nigdy;Czasami;Często;Czasami;Często;Często;Często;Często;Czasami;Czasami;Czasami;Często;Rzadko;Czasami;Czasami;Rzadko;Czasami;Rzadko;Czasami;Czasami;Czasami;Rzadko;Rzadko;Rzadko;Rzadko;Często;2.11111111111111;1.85714285714286;4.93333333333333;6.13333333333333;2.86666666666667;3
33;Kobieta;23;Wyższe (licencjat, magisterium);Wieś;Tak;Katolicyzm;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Nigdy;Często;Często;Czasami;Często;Nigdy;Często;Często;Nigdy;Rzadko;Często;Czasami;Czasami;Bardzo czesto;Bardzo czesto;Czasami;Czasami;Czasami;Często;Często;Często;Czasami;Rzadko;Często;Nigdy;Nigdy;Często;Często;Często;Często;1.55555555555556;1.85714285714286;6.46666666666667;6.53333333333333;2.33333333333333;4.06666666666667
38;Kobieta;23;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Tak;Raczej tak;Raczej tak;Tak;Tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Tak;Tak;Zdecydowanie tak;Tak;Raczej tak;Tak;Raczej tak;Tak;Raczej nie;Tak;Tak;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Tak;Tak;Tak;Raczej nie;Raczej tak;Zdecydowanie tak;Czasami;Rzadko;Nigdy;Często;Czasami;Czasami;Rzadko;Czasami;Często;Często;Często;Czasami;Czasami;Często;Czasami;Często;Często;Często;Czasami;Nigdy;Często;Rzadko;Czasami;Nigdy;Rzadko;Rzadko;Rzadko;Nigdy;Czasami;Czasami;2.44444444444444;1.5;4.86666666666667;5.86666666666667;3.13333333333333;2.53333333333333
44;Kobieta;23;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej tak;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Tak;Tak;Tak;Raczej nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Czasami;Czasami;Rzadko;Czasami;Rzadko;Często;Często;Rzadko;Czasami;Rzadko;Rzadko;Nigdy;Nigdy;Rzadko;Rzadko;Nigdy;Czasami;Często;Często;Rzadko;Czasami;Często;Rzadko;Rzadko;Często;Czasami;Czasami;Rzadko;Rzadko;Rzadko;2.77777777777778;1.42857142857143;4.26666666666667;4.8;2.6;2.53333333333333
61;Mężczyzna;23;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej nie;Raczej tak;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Zdecydowanie tak;Raczej nie;Raczej nie;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Raczej nie;Tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Zdecydowanie tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Tak;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Rzadko;Czasami;Bardzo czesto;Często;Nigdy;Rzadko;Bardzo czesto;Często;Nigdy;Czasami;Często;Często;Rzadko;Często;Często;Bardzo czesto;Czasami;Często;Często;Czasami;Często;Rzadko;Czasami;Czasami;Rzadko;Nigdy;Czasami;Często;Nigdy;Bardzo czesto;1.66666666666667;3.07142857142857;5.06666666666667;6.13333333333333;2.4;3.93333333333333
129;Kobieta;23;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej nie;Raczej tak;Raczej nie;Raczej tak;Zdecydowanie nie;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Zdecydowanie tak;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Tak;Tak;Raczej nie;Tak;Raczej tak;Tak;Raczej tak;Zdecydowanie tak;Raczej tak;Tak;Tak;Tak;Raczej tak;Nie;Tak;Raczej tak;Raczej tak;Nie;Tak;Raczej tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej nie;Tak;Często;Czasami;Nigdy;Czasami;Rzadko;Bardzo czesto;Czasami;Rzadko;Czasami;Często;Rzadko;Często;Czasami;Czasami;Rzadko;Często;Bardzo czesto;Rzadko;Rzadko;Rzadko;Często;Nigdy;Czasami;Rzadko;Rzadko;Rzadko;Rzadko;Czasami;Rzadko;Rzadko;2.44444444444444;2.07142857142857;4;5.66666666666667;3.06666666666667;2.4
133;Kobieta;23;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej tak;Zdecydowanie tak;Raczej nie;Raczej tak;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Nie;Nie;Tak;Nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Nie;Raczej nie;Nie;Trudno powiedzieć, trochę tak, trochę nie;Nie;Raczej nie;Raczej nie;Zdecydowanie tak;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Nie;Nie;Często;Rzadko;Często;Często;Nigdy;Czasami;Bardzo czesto;Rzadko;Często;Czasami;Czasami;Rzadko;Bardzo czesto;Czasami;Rzadko;Czasami;Czasami;Czasami;Rzadko;Rzadko;Czasami;Często;Czasami;Często;Bardzo czesto;Czasami;Czasami;Rzadko;Często;Często;1.88888888888889;2.85714285714286;4.13333333333333;2.8;3.33333333333333;3
142;Kobieta;23;Średnie ogólne;Średnie miasto (do 50 tyś. mieszkańców);Nie;Nie wierzący;Raczej nie;Zdecydowanie tak;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Nie;Zdecydowanie nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Nie;Nie;Zdecydowanie nie;Nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Bardzo czesto;Rzadko;Rzadko;Czasami;Rzadko;Bardzo czesto;Rzadko;Rzadko;Rzadko;Często;Rzadko;Rzadko;Bardzo czesto;Czasami;Nigdy;Bardzo czesto;Często;Bardzo czesto;Rzadko;Rzadko;Nigdy;Często;Bardzo czesto;Nigdy;Bardzo czesto;Czasami;Rzadko;Nigdy;Często;Czasami;1.55555555555556;3.5;1.26666666666667;2.8;4;1.93333333333333
143;Kobieta;23;Średnie ogólne;Wieś;Tak;Katolicyzm;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej nie;Tak;Rzadko;Rzadko;Często;Bardzo czesto;Rzadko;Czasami;Rzadko;Często;Nigdy;Nigdy;Czasami;Nigdy;Nigdy;Często;Czasami;Czasami;Nigdy;Nigdy;Czasami;Często;Bardzo czesto;Czasami;Nigdy;Bardzo czesto;Nigdy;Nigdy;Bardzo czesto;Często;Nigdy;Bardzo czesto;2.44444444444444;1.57142857142857;4.4;5.46666666666667;1.53333333333333;3.86666666666667
155;Kobieta;23;Średnie ogólne;Średnie miasto (do 50 tyś. mieszkańców);Tak;Katolicyzm;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;Raczej tak;Zdecydowanie tak;Tak;Tak;Raczej tak;Raczej tak;Zdecydowanie tak;Rzadko;Często;Czasami;Często;Nigdy;Nigdy;Czasami;Często;Nigdy;Czasami;Bardzo czesto;Rzadko;Nigdy;Często;Czasami;Bardzo czesto;Rzadko;Czasami;Często;Rzadko;Bardzo czesto;Rzadko;Rzadko;Często;Nigdy;Nigdy;Czasami;Rzadko;Nigdy;Bardzo czesto;2.55555555555556;1.42857142857143;4.86666666666667;6.86666666666667;1.86666666666667;3.66666666666667
161;Mężczyzna;23;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Katolicyzm;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Raczej nie;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Raczej tak;Raczej nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Tak;Raczej nie;Raczej tak;Nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Zdecydowanie nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej nie;Tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Rzadko;Czasami;Rzadko;Bardzo czesto;Nigdy;Często;Czasami;Rzadko;Bardzo czesto;Nigdy;Czasami;Czasami;Nigdy;Rzadko;Rzadko;Bardzo czesto;Rzadko;Nigdy;Rzadko;Czasami;Czasami;Nigdy;Nigdy;Rzadko;Często;Czasami;Bardzo czesto;Rzadko;Czasami;Nigdy;1.66666666666667;3.07142857142857;3.66666666666667;4.13333333333333;2.46666666666667;2.66666666666667
173;Kobieta;23;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Tak;Inne;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie tak;Raczej tak;Zdecydowanie nie;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Często;Bardzo czesto;Czasami;Często;Nigdy;Nigdy;Nigdy;Czasami;Rzadko;Nigdy;Czasami;Często;Często;Czasami;Bardzo czesto;Rzadko;Często;Bardzo czesto;Nigdy;Rzadko;Bardzo czesto;Często;Rzadko;Często;Często;Nigdy;Rzadko;Czasami;Nigdy;Nigdy;1.88888888888889;2.14285714285714;4.6;4.06666666666667;2.66666666666667;3
188;Kobieta;23;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie tak;Raczej tak;Raczej tak;Zdecydowanie tak;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Raczej tak;Raczej nie;Raczej nie;Zdecydowanie tak;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Tak;Raczej tak;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Raczej nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Zdecydowanie nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Raczej tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Nigdy;Czasami;Często;Czasami;Nigdy;Rzadko;Często;Często;Nigdy;Rzadko;Często;Nigdy;Rzadko;Często;Często;Czasami;Nigdy;Czasami;Często;Rzadko;Często;Rzadko;Czasami;Rzadko;Rzadko;Nigdy;Rzadko;Rzadko;Rzadko;Często;3.11111111111111;2.64285714285714;4.4;3.93333333333333;1.8;3.33333333333333
191;Kobieta;23;Wyższe (licencjat, magisterium);Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie tak;Raczej tak;Raczej nie;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Zdecydowanie nie;Raczej tak;Raczej tak;Raczej nie;Raczej nie;Raczej nie;Raczej tak;Zdecydowanie nie;Raczej tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Raczej tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie nie;Raczej nie;Tak;Tak;Raczej tak;Tak;Zdecydowanie nie;Nie;Tak;Nie;Nie;Raczej tak;Tak;Tak;Raczej tak;Zdecydowanie tak;Raczej nie;Raczej tak;Raczej tak;Tak;Tak;Trudno powiedzieć, trochę tak, trochę nie;Nie;Raczej tak;Często;Bardzo czesto;Rzadko;Rzadko;Nigdy;Czasami;Nigdy;Czasami;Czasami;Bardzo czesto;Rzadko;Bardzo czesto;Bardzo czesto;Czasami;Rzadko;Bardzo czesto;Bardzo czesto;Często;Nigdy;Rzadko;Czasami;Często;Bardzo czesto;Rzadko;Bardzo czesto;Czasami;Nigdy;Czasami;Bardzo czesto;Czasami;3.22222222222222;2.21428571428571;3.4;5.33333333333333;4.13333333333333;2.33333333333333
196;Mężczyzna;23;Średnie ogólne;Duże miasto (powyżej 50 tyś. mieszkańców);Nie;Nie wierzący;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Raczej tak;Zdecydowanie nie;Raczej nie;Zdecydowanie tak;Raczej nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Zdecydowanie tak;Zdecydowanie nie;Raczej nie;Raczej tak;Raczej tak;Raczej tak;Raczej tak;Raczej nie;Raczej tak;Zdecydowanie tak;Raczej nie;Zdecydowanie tak;Tak;Zdecydowanie tak;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Zdecydowanie tak;Trudno powiedzieć, trochę tak, trochę nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Tak;Zdecydowanie tak;Raczej tak;Zdecydowanie tak;Raczej nie;Tak;Zdecydowanie tak;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Raczej nie;Trudno powiedzieć, trochę tak, trochę nie;Zdecydowanie tak;Bardzo czesto;Bardzo czesto;Czasami;Często;Nigdy;Rzadko;Rzadko;Rzadko;Czasami;Bardzo czesto;Bardzo czesto;Często;Często;Często;Czasami;Bardzo czesto;Bardzo czesto;Bardzo czesto;Często;Bardzo czesto;Czasami;Nigdy;Bardzo czesto;Czasami;Czasami;Nigdy;Bardzo czesto;Bardzo czesto;Czasami;Bardzo czesto;2.66666666666667;2.28571428571429;4;6.06666666666667;3.46666666666667;3.86666666666667
